download_id,title,year,journal,doi,openalex_id,pdf_url,source_query,file_path,topic_tags,status
CORE-DL-004,Detonation Performance of Insensitive Nitrogen-Rich Nitroenamine Energetic Materials Predicted from First-Principles Reactive Molecular Dynamics Simulations,2024,JACS Au,10.1021/jacsau.4c00069,https://openalex.org/W4393023109,https://content.openalex.org/works/W4393023109.pdf,CL-20 HMX molecular dynamics cocrystal explosive,papers/core_downloaded/CORE-DL-004-detonation-performance-of-insensitive-nitrogen-rich-nitroenamine-energetic-mater.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,Developing Reaction Chemistry Models from Reactive Molecular Dynamics: TATB,2022,Propellants Explosives Pyrotechnics,10.1002/prep.202100386,https://openalex.org/W4282977180,https://content.openalex.org/works/W4282977180.pdf,HMX ReaxFF molecular dynamics thermal decomposition,papers/core_downloaded/CORE-DL-004-developing-reaction-chemistry-models-from-reactive-molecular-dynamics-tatb.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,Mechanism of the Impact-Sensitivity Reduction of Energetic CL-20/TNT Cocrystals: A Nonequilibrium Molecular Dynamics Study,2023,Polymers,10.3390/polym15061576,https://openalex.org/W4353090567,https://content.openalex.org/works/W4353090567.pdf,CL-20 HMX molecular dynamics cocrystal explosive,papers/core_downloaded/CORE-DL-004-mechanism-of-the-impact-sensitivity-reduction-of-energetic-cl-20-tnt-cocrystals.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,Analysis of Interfacial Adhesion Properties Between PBT Azide Propellant Matrix and Defective AP Fillers Using Molecular Dynamics Simulations,2024,Polymers,10.3390/polym16243497,https://openalex.org/W4405423783,https://content.openalex.org/works/W4405423783.pdf,CL-20 HMX molecular dynamics cocrystal explosive,papers/core_downloaded/CORE-DL-004-analysis-of-interfacial-adhesion-properties-between-pbt-azide-propellant-matrix.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1020)>
CORE-DL-004,Anisotropic response of the co-crystal of CL-20/TNT under shock loading: molecular dynamics simulation,2021,RSC Advances,10.1039/d1ra06746j,https://openalex.org/W3217760219,https://content.openalex.org/works/W3217760219.pdf,CL-20 HMX molecular dynamics cocrystal explosive,papers/core_downloaded/CORE-DL-004-anisotropic-response-of-the-co-crystal-of-cl-20-tnt-under-shock-loading-molecula.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,Atomistic Insights into the Influence of High Concentration H2O2/H2O on Al Nanoparticles Combustion: ReaxFF Molecules Dynamics Simulation,2024,Molecules,10.3390/molecules29071567,https://openalex.org/W4393356353,https://content.openalex.org/works/W4393356353.pdf,HMX ReaxFF molecular dynamics thermal decomposition,papers/core_downloaded/CORE-DL-004-atomistic-insights-into-the-influence-of-high-concentration-h2o2-h2o-on-al-nanop.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1020)>
CORE-DL-004,"Molecular dynamics simulations of dihydroxylammonium 5,5′-bistetrazole-1,1′-diolate (TKX-50) and TKX-50-based PBXs with four energetic binders",2023,e-Polymers,10.1515/epoly-2023-0024,https://openalex.org/W4384077238,https://content.openalex.org/works/W4384077238.pdf,PBX molecular dynamics binder explosive interface,papers/core_downloaded/CORE-DL-004-molecular-dynamics-simulations-of-dihydroxylammonium-5-5-bistetrazole-1-1-diolat.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1020)>
CORE-DL-004,Molecular Dynamics Simulation of Graphene Oxide Surface-Modified ADN-Based PBX Double-Shell Structure,2026,Molecules,10.3390/molecules31050784,https://openalex.org/W7131630187,https://content.openalex.org/works/W7131630187.pdf,CL-20 HMX molecular dynamics cocrystal explosive,papers/core_downloaded/CORE-DL-004-molecular-dynamics-simulation-of-graphene-oxide-surface-modified-adn-based-pbx-d.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,Temperature and Pressure Effects on HMX/Graphene via ReaxFF Molecular Dynamics Simulations,2022,Frontiers in Mechanical Engineering,10.3389/fmech.2022.851198,https://openalex.org/W4293082175,https://content.openalex.org/works/W4293082175.pdf,CL-20 HMX molecular dynamics cocrystal explosive,papers/core_downloaded/CORE-DL-004-temperature-and-pressure-effects-on-hmx-graphene-via-reaxff-molecular-dynamics-s.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1020)>
CORE-DL-004,"Molecular Dynamics Simulation on Thermal-Oxidative Aging for Binder Explosives of RDX, Butadiene Rubber and Paraffin Wax",2026,Solids,10.3390/solids7010006,https://openalex.org/W7118759067,https://content.openalex.org/works/W7118759067.pdf,PBX molecular dynamics binder explosive interface,papers/core_downloaded/CORE-DL-004-molecular-dynamics-simulation-on-thermal-oxidative-aging-for-binder-explosives-o.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,Mechanistic Insights into the Hot-Spot Formation and Pyrolysis of LLM-105 with Different Void Defects: A ReaxFF Molecular Dynamics Study,2025,Molecules,10.3390/molecules30143016,https://openalex.org/W4412785371,https://content.openalex.org/works/W4412785371.pdf,HMX ReaxFF molecular dynamics thermal decomposition,papers/core_downloaded/CORE-DL-004-mechanistic-insights-into-the-hot-spot-formation-and-pyrolysis-of-llm-105-with-d.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,"Thermal Decomposition of Core–Shell-Structured RDX@AlH3, HMX@AlH3, and CL-20@AlH3 Nanoparticles: Reactive Molecular Dynamics Simulations",2024,Nanomaterials,10.3390/nano14221859,https://openalex.org/W4404595463,https://content.openalex.org/works/W4404595463.pdf,HMX ReaxFF molecular dynamics thermal decomposition,papers/core_downloaded/CORE-DL-004-thermal-decomposition-of-core-shell-structured-rdx-alh3-hmx-alh3-and-cl-20-alh3.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,Multiscale interface delamination and fracture of oriented HMX/HTPB interfaces using steered molecular dynamics simulations,2024,AIP conference proceedings,10.1063/12.0028669,https://openalex.org/W4405177395,https://content.openalex.org/works/W4405177395.pdf,PBX molecular dynamics binder explosive interface,papers/core_downloaded/CORE-DL-004-multiscale-interface-delamination-and-fracture-of-oriented-hmx-htpb-interfaces-u.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
CORE-DL-004,Molecular Dynamics Calculation on Mechanical Properties and Binding Energy of JOB-9003 Explosive at Different Temperatures,2017,World Journal of Applied Chemistry,10.11648/j.wjac.20170201.11,https://openalex.org/W2595835897,https://content.openalex.org/works/W2595835897.pdf,CL-20 HMX molecular dynamics cocrystal explosive,papers/core_downloaded/CORE-DL-004-molecular-dynamics-calculation-on-mechanical-properties-and-binding-energy-of-jo.pdf,energetic_materials;MD;ReaxFF;PBX;thermal_decomposition,http 429
